epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,3477.95,0.65745,0.53786,1.03146,0.98243,0.86441,0.95396,0.79793,0.59518,0.90594,0.77826,0.00134264,0.00134264,0.00134264
168,3497.69,0.60518,0.52089,0.97106,0.95816,0.84746,0.9196,0.81125,0.59536,0.83861,0.75485,0.00133868,0.00133868,0.00133868
169,3517.38,0.61012,0.49618,0.96253,0.94526,0.87803,0.93229,0.84104,0.56156,0.80899,0.75469,0.00133472,0.00133472,0.00133472
170,3536.21,0.62738,0.53396,0.97189,0.9788,0.86441,0.96173,0.84765,0.5469,0.68789,0.74881,0.00133076,0.00133076,0.00133076
171,3556.8,0.64535,0.57426,0.98751,0.97742,0.86441,0.95955,0.83937,0.61483,0.78467,0.73327,0.0013268,0.0013268,0.0013268
172,3576.31,0.57712,0.47318,0.93999,0.98964,0.84746,0.95939,0.83472,0.64923,1.07717,0.72423,0.00132284,0.00132284,0.00132284
173,3595.86,0.60044,0.47217,0.94676,0.95647,0.94915,0.98606,0.83814,0.64051,0.65429,0.71855,0.00131888,0.00131888,0.00131888
174,3615.02,0.56156,0.48672,0.95959,0.94649,0.98305,0.9882,0.83908,0.63489,0.70205,0.72201,0.00131492,0.00131492,0.00131492
175,3634.08,0.60184,0.45729,0.95196,0.94978,0.98305,0.98572,0.82116,0.65587,0.58501,0.72191,0.00131096,0.00131096,0.00131096
176,3653.15,0.6554,0.54156,0.99214,0.96545,0.9661,0.97462,0.81404,0.65682,0.49946,0.71935,0.001307,0.001307,0.001307
177,3672.76,0.63665,0.51282,0.97289,0.98145,0.89665,0.93141,0.81162,0.63595,0.49511,0.71655,0.00130304,0.00130304,0.00130304
178,3692.26,0.69946,0.55393,1.00944,0.94182,0.9322,0.94135,0.83258,0.64033,0.51137,0.71867,0.00129908,0.00129908,0.00129908
179,3712.35,0.60441,0.46521,0.94027,0.94977,0.96148,0.9788,0.83062,0.65405,0.47199,0.72343,0.00129512,0.00129512,0.00129512
180,3733.36,0.6109,0.5121,1.01176,0.97831,0.94915,0.98194,0.83322,0.6731,0.45282,0.73755,0.00129116,0.00129116,0.00129116
181,3752.19,0.58969,0.46577,0.97548,0.91974,0.91525,0.96341,0.80688,0.67656,0.53301,0.75764,0.0012872,0.0012872,0.0012872
182,3773.6,0.52581,0.45431,0.96448,0.85115,0.87232,0.91309,0.74305,0.7435,0.81282,0.81956,0.00128324,0.00128324,0.00128324
183,3792.95,0.66322,0.50133,0.98617,0.90851,0.9322,0.96343,0.79991,0.68469,0.69229,0.77784,0.00127928,0.00127928,0.00127928
184,3812.19,0.56901,0.44362,0.94306,0.87663,0.98305,0.97278,0.84271,0.658,0.48612,0.72936,0.00127532,0.00127532,0.00127532
185,3831.43,0.61066,0.46826,0.96715,0.91659,0.93133,0.97295,0.83586,0.65003,0.43897,0.7277,0.00127136,0.00127136,0.00127136
186,3850.56,0.5985,0.46519,0.94238,0.98075,0.86348,0.9624,0.84241,0.58865,0.70437,0.7397,0.0012674,0.0012674,0.0012674
187,3869.45,0.56367,0.46923,0.957,0.99357,0.84746,0.9638,0.82091,0.66841,0.76535,0.74126,0.00126344,0.00126344,0.00126344
188,3888.72,0.72764,0.48244,1.03114,0.94709,0.91021,0.9589,0.80003,0.74341,0.67964,0.75184,0.00125948,0.00125948,0.00125948
189,3908.96,0.67681,0.58862,0.98089,0.90451,0.96334,0.97436,0.85183,0.56727,0.54339,0.73516,0.00125552,0.00125552,0.00125552
190,3931.87,0.52478,0.4474,0.89668,0.95044,0.97516,0.98244,0.84806,0.57455,0.53368,0.74746,0.00125156,0.00125156,0.00125156
191,3951.18,0.60304,1.08835,0.91999,0.97187,0.9661,0.9848,0.85807,0.56665,0.63706,0.74137,0.0012476,0.0012476,0.0012476
192,3972.79,0.61676,0.55958,0.98047,0.96603,0.96405,0.98365,0.85255,0.57803,1.86743,0.7425,0.00124364,0.00124364,0.00124364
193,3993.57,0.58283,0.49032,0.93577,0.96586,0.9591,0.98794,0.85426,0.57263,1.12374,0.74465,0.00123968,0.00123968,0.00123968
194,4014,0.59523,0.49693,0.98517,0.97262,0.9661,0.99207,0.86256,0.57055,0.57287,0.7385,0.00123572,0.00123572,0.00123572
195,4035.53,0.6087,0.50705,1.00287,0.96446,0.98305,0.99123,0.86529,0.57612,0.56999,0.73287,0.00123176,0.00123176,0.00123176
196,4056.37,0.59938,0.51341,0.98283,0.96197,0.98305,0.9907,0.86337,0.58228,0.56858,0.72757,0.0012278,0.0012278,0.0012278
197,4076.86,0.63819,0.54232,0.97585,0.95068,0.98017,0.98975,0.84163,0.59013,0.64244,0.73121,0.00122384,0.00122384,0.00122384
198,4096.09,0.61529,0.49325,0.95345,0.94813,0.9661,0.98754,0.8364,0.62457,0.70547,0.74094,0.00121988,0.00121988,0.00121988
199,4115.07,0.51622,0.42248,0.92011,0.94992,0.96457,0.98429,0.83504,0.63201,0.64923,0.751,0.00121592,0.00121592,0.00121592
200,4134.2,0.59242,0.46276,0.98798,0.99344,0.9322,0.98244,0.84314,0.61507,0.46465,0.75715,0.00121196,0.00121196,0.00121196
201,4153.37,0.59497,0.4609,0.98543,0.99387,0.9322,0.98305,0.86342,0.57005,0.41887,0.7441,0.001208,0.001208,0.001208
202,4171.77,0.60335,0.49787,0.97942,0.98087,0.94915,0.98085,0.84855,0.59324,0.3979,0.74912,0.00120404,0.00120404,0.00120404
203,4190.76,0.68474,0.47567,1.05292,0.99428,0.9322,0.98049,0.83693,0.60833,0.45151,0.75323,0.00120008,0.00120008,0.00120008
204,4209.58,0.61063,0.52484,0.93876,0.94715,0.9322,0.97641,0.85754,0.62855,0.55556,0.73576,0.00119612,0.00119612,0.00119612
205,4229.41,0.64907,1.1678,0.93511,0.93023,0.904,0.96855,0.84303,0.63861,0.8479,0.72922,0.00119216,0.00119216,0.00119216
206,4249.8,0.63172,0.4921,0.95539,0.95674,0.88136,0.96535,0.83163,0.63778,0.75261,0.72721,0.0011882,0.0011882,0.0011882
207,4269.42,0.66011,0.52365,1.03545,0.97767,0.89831,0.97454,0.85862,0.59074,0.51902,0.71958,0.00118424,0.00118424,0.00118424
208,4289.01,0.59014,0.46177,1.00258,0.96544,0.94712,0.98344,0.87086,0.57179,0.39571,0.71998,0.00118028,0.00118028,0.00118028
209,4310.23,0.56618,0.49145,0.96181,0.96927,0.9661,0.9852,0.86451,0.57507,0.38818,0.7293,0.00117632,0.00117632,0.00117632
210,4329.99,0.58486,0.44657,0.91311,0.96655,0.97955,0.98417,0.87735,0.52719,0.41746,0.72393,0.00117236,0.00117236,0.00117236
211,4350.76,0.53293,0.45225,0.9369,0.9693,0.9661,0.98549,0.86558,0.54596,0.45635,0.73018,0.0011684,0.0011684,0.0011684
212,4371.29,0.56907,0.43587,0.92851,0.97919,0.98305,0.98621,0.85415,0.56012,0.47131,0.73502,0.00116444,0.00116444,0.00116444
213,4394.14,0.51216,0.43516,0.93063,1,0.97694,0.9865,0.86701,0.55283,0.48061,0.7318,0.00116048,0.00116048,0.00116048
214,4414.12,0.55219,0.43459,0.95483,0.96662,0.98175,0.98493,0.85837,0.58736,0.50555,0.73523,0.00115652,0.00115652,0.00115652
215,4435.06,0.5608,0.42059,0.93281,0.98268,0.96152,0.98416,0.84735,0.59175,0.7037,0.73539,0.00115256,0.00115256,0.00115256
216,4455.7,0.57916,0.44804,0.95457,0.99188,0.84746,0.95575,0.83945,0.55767,1.34605,0.72611,0.0011486,0.0011486,0.0011486
217,4475.97,0.55466,0.39962,0.94202,0.98306,0.88136,0.96421,0.85833,0.54126,1.21533,0.72003,0.00114464,0.00114464,0.00114464
218,4497.5,0.5085,0.41474,0.9311,0.99123,0.94915,0.98733,0.87376,0.52185,0.78488,0.71905,0.00114068,0.00114068,0.00114068
219,4518.2,0.51762,0.38116,0.93291,0.99375,0.98305,0.99368,0.87726,0.52408,0.4746,0.7234,0.00113672,0.00113672,0.00113672
220,4537.95,0.52938,0.4213,0.91625,1,0.96466,0.9936,0.87549,0.53282,0.40946,0.72833,0.00113276,0.00113276,0.00113276
221,4557.78,0.5082,0.42643,0.91049,0.97927,0.9661,0.99299,0.86756,0.56628,0.38732,0.7256,0.0011288,0.0011288,0.0011288
222,4577.93,0.54927,0.40225,0.90136,0.96662,0.98159,0.99264,0.85576,0.60544,0.38509,0.72571,0.00112484,0.00112484,0.00112484
223,4597.43,0.51586,0.42564,0.90607,0.97811,0.9661,0.99175,0.8608,0.60248,0.40401,0.71498,0.00112088,0.00112088,0.00112088
224,4617.83,0.4521,0.36318,0.91157,0.96593,0.96118,0.99012,0.87689,0.56357,0.59598,0.70062,0.00111692,0.00111692,0.00111692
225,4637.92,0.54926,0.42781,0.9518,0.94754,0.9661,0.97767,0.88055,0.57077,0.71474,0.69926,0.00111296,0.00111296,0.00111296
226,4659.2,0.53893,0.4452,0.95627,1,0.94418,0.98066,0.87993,0.58431,0.48637,0.70109,0.001109,0.001109,0.001109
227,4678.43,0.49321,0.39993,0.9257,0.99623,0.94915,0.98204,0.88157,0.58006,0.36468,0.70428,0.00110504,0.00110504,0.00110504
228,4699,0.57381,0.44684,0.97182,0.96346,0.98305,0.99188,0.8769,0.57704,0.35881,0.72193,0.00110108,0.00110108,0.00110108
229,4719.66,0.47657,0.41391,0.91649,1,0.94697,0.99177,0.87942,0.55083,0.43417,0.72811,0.00109712,0.00109712,0.00109712
230,4740.16,0.49798,0.39731,0.91476,0.9662,0.98305,0.99254,0.88575,0.54694,0.51584,0.72959,0.00109316,0.00109316,0.00109316
231,4762.75,0.49144,0.37621,0.92095,1,0.96295,0.99368,0.88966,0.57723,0.52145,0.72212,0.0010892,0.0010892,0.0010892
232,4784.65,0.53607,0.40579,0.956,1,0.97703,0.99319,0.88552,0.53483,0.47151,0.71472,0.00108524,0.00108524,0.00108524
233,4805.25,0.51729,0.40419,0.93037,1,0.96295,0.99253,0.88354,0.54016,0.45095,0.70867,0.00108128,0.00108128,0.00108128
234,4825.95,0.53436,0.43628,0.93763,1,0.9631,0.99286,0.89185,0.53937,0.3802,0.70517,0.00107732,0.00107732,0.00107732
235,4846.55,0.53209,0.43874,0.94042,0.97172,0.9661,0.99207,0.89254,0.543,0.41399,0.70433,0.00107336,0.00107336,0.00107336
236,4867.1,0.50343,0.40554,0.90845,1,0.96251,0.99274,0.88709,0.55634,0.35105,0.70808,0.0010694,0.0010694,0.0010694
237,4886.89,0.52894,0.38777,0.87133,1,0.98152,0.99331,0.88563,0.55227,0.32737,0.71129,0.00106544,0.00106544,0.00106544
238,4907.14,0.50263,0.38129,0.92315,0.99401,0.98305,0.99394,0.88754,0.56136,0.31462,0.71375,0.00106148,0.00106148,0.00106148
239,4928.02,0.48942,0.44184,0.94665,1,0.98266,0.99368,0.89142,0.5431,0.32385,0.71195,0.00105752,0.00105752,0.00105752
240,4948.92,0.58681,0.42216,0.9755,1,0.97697,0.99368,0.89404,0.53809,0.39578,0.71241,0.00105356,0.00105356,0.00105356
241,4970.67,0.553,0.39424,0.96295,0.98305,0.98272,0.99107,0.89276,0.54243,0.59229,0.72001,0.0010496,0.0010496,0.0010496
242,4991.14,0.47376,0.36271,0.90313,0.98092,0.98305,0.99178,0.89176,0.49306,0.6146,0.72825,0.00104564,0.00104564,0.00104564
243,5011,0.50505,0.41303,0.90811,0.99649,0.98305,0.99308,0.88079,0.54798,0.51488,0.73,0.00104168,0.00104168,0.00104168
244,5031.1,0.45691,0.35555,0.91829,0.99657,0.98305,0.99319,0.87212,0.57082,0.46976,0.72811,0.00103772,0.00103772,0.00103772
245,5051.29,0.46566,0.4056,0.87288,0.99537,0.98305,0.99331,0.87911,0.5713,0.49937,0.71895,0.00103376,0.00103376,0.00103376
246,5072.02,0.45793,0.35292,0.87626,0.98013,0.98305,0.99116,0.87217,0.58028,0.45708,0.71588,0.0010298,0.0010298,0.0010298
247,5093.14,0.4818,0.39721,0.92029,0.99744,0.98305,0.99368,0.87546,0.57012,0.37666,0.714,0.00102584,0.00102584,0.00102584
248,5113.25,0.52476,0.41157,0.90695,1,0.98165,0.99368,0.88069,0.54208,0.38186,0.70787,0.00102188,0.00102188,0.00102188
249,5135,0.48403,0.37233,0.93679,0.99535,0.9661,0.99286,0.88927,0.52147,0.39693,0.70036,0.00101792,0.00101792,0.00101792
250,5156.34,0.46053,0.3822,0.91191,0.99546,0.9661,0.9921,0.89758,0.51545,0.40547,0.69789,0.00101396,0.00101396,0.00101396
251,5178.33,0.48529,0.37894,0.86857,0.99662,0.9661,0.99168,0.90089,0.51358,0.36697,0.69577,0.00101,0.00101,0.00101
252,5200.29,0.44024,0.33614,0.86156,0.99731,0.9661,0.99119,0.90983,0.50891,0.32822,0.69689,0.00100604,0.00100604,0.00100604
253,5221.83,0.53669,0.41375,0.94035,0.98029,0.9661,0.98944,0.90343,0.50743,0.3153,0.70426,0.00100208,0.00100208,0.00100208
254,5242.17,0.50529,0.41995,0.91256,0.9811,0.9661,0.98857,0.90603,0.48308,0.32169,0.69737,0.00099812,0.00099812,0.00099812
255,5262.13,0.46941,0.38547,0.90794,0.98297,0.9781,0.98972,0.89677,0.50324,0.33069,0.70097,0.00099416,0.00099416,0.00099416
256,5282.05,0.54501,0.41802,0.91659,0.96557,0.98305,0.99096,0.8848,0.52526,0.3869,0.7113,0.0009902,0.0009902,0.0009902
257,5303.91,0.49149,0.36381,0.87273,0.97778,0.98305,0.99073,0.88637,0.51961,0.53415,0.71172,0.00098624,0.00098624,0.00098624
258,5324.22,0.51854,0.38811,0.95389,0.98299,0.97932,0.99152,0.89996,0.54239,0.52416,0.7037,0.00098228,0.00098228,0.00098228
259,5344.87,0.47562,0.42287,0.90123,0.9983,0.98305,0.99408,0.89476,0.54597,0.42309,0.69678,0.00097832,0.00097832,0.00097832
260,5364.93,0.49509,0.38987,0.8956,0.98252,0.98305,0.99381,0.90337,0.52165,0.41412,0.69052,0.00097436,0.00097436,0.00097436
261,5385.31,0.59769,0.45452,0.99853,0.98487,0.98305,0.99343,0.90699,0.52045,0.38976,0.69054,0.0009704,0.0009704,0.0009704
262,5405.61,0.45196,0.39414,0.87152,0.93955,0.98305,0.98915,0.90233,0.51585,0.39708,0.69324,0.00096644,0.00096644,0.00096644
263,5425.87,0.40678,0.35469,0.87847,0.91529,0.98305,0.98725,0.89291,0.50571,0.40128,0.69373,0.00096248,0.00096248,0.00096248
264,5447.12,0.48189,0.38142,0.91702,0.95293,0.98305,0.99031,0.88652,0.52611,0.43786,0.69694,0.00095852,0.00095852,0.00095852
265,5467.61,0.41771,0.36303,0.89749,0.96821,0.98305,0.99178,0.8948,0.52577,0.42465,0.69831,0.00095456,0.00095456,0.00095456
266,5487.39,0.4405,0.36193,0.88892,0.9723,0.98305,0.99215,0.90318,0.51077,0.39502,0.69476,0.0009506,0.0009506,0.0009506
267,5507.13,0.43774,0.35275,0.90204,0.9946,0.98305,0.99437,0.90923,0.50171,0.37412,0.69945,0.00094664,0.00094664,0.00094664
268,5527.01,0.46648,0.37287,0.91434,0.99456,0.98305,0.99452,0.89913,0.49692,0.36451,0.70601,0.00094268,0.00094268,0.00094268
269,5547.07,0.4194,0.32864,0.87984,0.99636,0.98305,0.99467,0.89521,0.4767,0.36342,0.72027,0.00093872,0.00093872,0.00093872
270,5566.92,0.43646,0.34588,0.89906,0.99767,0.98305,0.99437,0.90267,0.47545,0.3759,0.71737,0.00093476,0.00093476,0.00093476
271,5586.58,0.38821,0.31482,0.87595,0.99775,0.98305,0.99408,0.91285,0.46924,0.36987,0.71456,0.0009308,0.0009308,0.0009308
272,5607.05,0.41496,0.35496,0.88176,0.99869,0.98305,0.99408,0.91052,0.46781,0.33657,0.71309,0.00092684,0.00092684,0.00092684
273,5626.63,0.41873,0.36728,0.87082,0.99908,0.98305,0.99408,0.91143,0.44961,0.30598,0.71116,0.00092288,0.00092288,0.00092288
274,5645.54,0.41741,0.34126,0.88977,1,0.98305,0.99381,0.90475,0.45778,0.28492,0.70242,0.00091892,0.00091892,0.00091892
275,5666.27,0.41622,0.35625,0.89728,0.99991,0.98305,0.99368,0.91454,0.46513,0.28149,0.69977,0.00091496,0.00091496,0.00091496
276,5686.78,0.44256,0.33413,0.88657,0.99898,0.98305,0.99394,0.91082,0.45745,0.27905,0.70201,0.000911,0.000911,0.000911
277,5706.09,0.40039,0.36218,0.87282,0.99708,0.98305,0.99408,0.90611,0.4642,0.27225,0.70456,0.00090704,0.00090704,0.00090704
278,5725.38,0.47754,0.3683,0.87797,0.99729,0.98305,0.99422,0.91023,0.45369,0.2828,0.70603,0.00090308,0.00090308,0.00090308
279,5744.56,0.4142,0.37566,0.86589,0.99759,0.98305,0.99422,0.91672,0.43204,0.30235,0.70855,0.00089912,0.00089912,0.00089912
280,5765,0.48937,0.37424,0.86669,0.99765,0.98305,0.99452,0.89434,0.43947,0.33798,0.7146,0.00089516,0.00089516,0.00089516
281,5784.29,0.4861,0.39493,0.9215,0.99804,0.98305,0.99437,0.9015,0.41799,0.3119,0.71469,0.0008912,0.0008912,0.0008912
282,5803.42,0.42386,0.35618,0.88456,0.99828,0.98305,0.99408,0.91884,0.40953,0.2838,0.71322,0.00088724,0.00088724,0.00088724
283,5823.77,0.49178,0.36718,0.91577,0.99845,0.98305,0.99381,0.91794,0.43918,0.29465,0.70789,0.00088328,0.00088328,0.00088328
284,5843.23,0.4765,0.37548,0.92924,0.99984,0.98305,0.99368,0.92232,0.47125,0.34476,0.70141,0.00087932,0.00087932,0.00087932
285,5863.38,0.44696,0.36241,0.92061,0.98301,0.98048,0.99303,0.92257,0.46564,0.44274,0.70338,0.00087536,0.00087536,0.00087536
286,5884.75,0.4695,0.36289,0.91687,0.98302,0.98115,0.99303,0.90576,0.49117,0.52973,0.70746,0.0008714,0.0008714,0.0008714
287,5904.93,0.41995,0.34188,0.86404,0.96499,0.98305,0.99234,0.91195,0.48755,0.6656,0.7045,0.00086744,0.00086744,0.00086744
288,5929.35,0.39641,0.31562,0.88151,0.97315,0.98305,0.99384,0.92778,0.45635,0.56437,0.70096,0.00086348,0.00086348,0.00086348
289,5959.84,0.4261,0.34616,0.91302,0.99511,0.98305,0.99452,0.93066,0.43926,0.42016,0.70501,0.00085952,0.00085952,0.00085952
290,5992.75,0.45182,0.37459,0.88062,0.9979,0.98305,0.99483,0.92242,0.46174,0.32894,0.70386,0.00085556,0.00085556,0.00085556
291,6025.22,0.39342,0.33708,0.88014,0.99822,0.98305,0.99483,0.91482,0.49927,0.32113,0.70898,0.0008516,0.0008516,0.0008516
292,6047.96,0.43165,0.36803,0.87464,0.99866,0.98305,0.99467,0.9056,0.48255,0.31537,0.70851,0.00084764,0.00084764,0.00084764
293,6069.47,0.48222,0.38359,0.92513,0.99968,0.98305,0.99452,0.92486,0.42337,0.29942,0.70501,0.00084368,0.00084368,0.00084368
294,6089.68,0.44058,0.31671,0.9028,1,0.98244,0.99422,0.93429,0.39425,0.28382,0.70618,0.00083972,0.00083972,0.00083972
295,6111.15,0.42429,0.32151,0.91649,1,0.98168,0.99381,0.93122,0.39936,0.27038,0.70754,0.00083576,0.00083576,0.00083576
296,6131.92,0.45617,0.37481,0.93907,1,0.98077,0.99343,0.92876,0.44838,0.2641,0.69732,0.0008318,0.0008318,0.0008318
297,6152.07,0.42537,0.33428,0.8717,0.9978,0.9661,0.99309,0.91533,0.45986,0.26555,0.6979,0.00082784,0.00082784,0.00082784
298,6173.97,0.38658,0.34976,0.87084,0.99703,0.9661,0.99264,0.91582,0.4557,0.27849,0.69616,0.00082388,0.00082388,0.00082388
299,6194.18,0.42407,0.33159,0.90702,1,0.98084,0.99343,0.91043,0.45039,0.29317,0.69115,0.00081992,0.00081992,0.00081992
300,6214.94,0.47451,0.36807,0.90072,1,0.97965,0.99319,0.91646,0.44939,0.31475,0.68727,0.00081596,0.00081596,0.00081596
301,6235.08,0.40911,0.3424,0.86478,0.98218,0.98305,0.993,0.9277,0.45094,0.33151,0.68984,0.000812,0.000812,0.000812
302,6255.98,0.41032,0.33694,0.87713,0.98196,0.98305,0.99204,0.92679,0.42597,0.31982,0.69307,0.00080804,0.00080804,0.00080804
303,6276.82,0.42244,0.32564,0.87051,0.98212,0.98305,0.99267,0.93223,0.40979,0.317,0.69854,0.00080408,0.00080408,0.00080408
304,6296.48,0.46014,0.33658,0.92131,0.98196,0.98305,0.99303,0.93457,0.39371,0.30439,0.70031,0.00080012,0.00080012,0.00080012
305,6317.64,0.44871,0.34342,0.92526,0.98102,0.98305,0.99403,0.92724,0.404,0.29735,0.69583,0.00079616,0.00079616,0.00079616
306,6337.59,0.42922,0.34487,0.88118,1,0.98133,0.99394,0.92338,0.45758,0.30434,0.68141,0.0007922,0.0007922,0.0007922
307,6357.6,0.40125,0.33157,0.87425,0.99968,0.98305,0.99408,0.92086,0.45169,0.30151,0.68435,0.00078824,0.00078824,0.00078824
308,6379.85,0.40957,0.32382,0.89109,0.98089,0.98305,0.99347,0.9119,0.45114,0.28997,0.6932,0.00078428,0.00078428,0.00078428
309,6400.17,0.39735,0.33146,0.8832,0.98006,0.98305,0.99374,0.9111,0.42616,0.27437,0.70552,0.00078032,0.00078032,0.00078032
310,6421.21,0.41348,0.32377,0.89164,1,0.98093,0.99422,0.92092,0.40602,0.27813,0.70565,0.00077636,0.00077636,0.00077636
311,6445.15,0.4271,0.33873,0.90897,1,0.9759,0.99266,0.92583,0.41192,0.34819,0.69767,0.0007724,0.0007724,0.0007724
312,6465.06,0.40881,0.34573,0.8781,0.99828,0.98305,0.99276,0.91908,0.42227,0.42321,0.69881,0.00076844,0.00076844,0.00076844
313,6486.27,0.42921,0.33486,0.90219,0.997,0.98305,0.99308,0.92355,0.42114,0.40557,0.69868,0.00076448,0.00076448,0.00076448
314,6507.36,0.40702,0.31458,0.90669,0.99606,0.98305,0.99437,0.92453,0.39869,0.33248,0.7005,0.00076052,0.00076052,0.00076052
315,6528.05,0.49698,0.38129,0.93625,0.99693,0.98305,0.99483,0.93447,0.36095,0.29875,0.70565,0.00075656,0.00075656,0.00075656
316,6548.29,0.42236,0.31289,0.88845,0.99711,0.98305,0.99483,0.93859,0.37191,0.28977,0.70067,0.0007526,0.0007526,0.0007526
317,6569.11,0.34387,0.29586,0.8736,0.99784,0.98305,0.99437,0.92768,0.4019,0.27807,0.69593,0.00074864,0.00074864,0.00074864
318,6588.96,0.37699,0.30952,0.88028,0.99808,0.98305,0.99437,0.91657,0.4429,0.2725,0.69303,0.00074468,0.00074468,0.00074468
319,6608.81,0.43574,0.32312,0.87609,1,0.98183,0.9882,0.91693,0.46139,0.27405,0.68725,0.00074072,0.00074072,0.00074072
320,6628.56,0.34864,0.31606,0.84494,0.98035,0.98305,0.98666,0.92037,0.4773,0.27176,0.68522,0.00073676,0.00073676,0.00073676
321,6648.13,0.37658,0.31809,0.85408,0.99616,0.98305,0.98842,0.91929,0.47558,0.2627,0.68892,0.0007328,0.0007328,0.0007328
322,6668.19,0.39035,0.33993,0.88389,0.99701,0.98305,0.99394,0.93652,0.40714,0.25454,0.69568,0.00072884,0.00072884,0.00072884
323,6688.35,0.3826,0.30482,0.82692,0.9966,0.98305,0.99408,0.93497,0.3878,0.25045,0.69909,0.00072488,0.00072488,0.00072488
324,6709.26,0.38443,0.30266,0.86629,0.99835,0.98305,0.99437,0.93912,0.38524,0.25013,0.6993,0.00072092,0.00072092,0.00072092
325,6730.81,0.39433,0.32835,0.87689,0.99853,0.98305,0.99437,0.93492,0.40178,0.25195,0.69499,0.00071696,0.00071696,0.00071696
326,6750.43,0.37669,0.29599,0.88484,0.99839,0.98305,0.99394,0.93543,0.41831,0.25712,0.69047,0.000713,0.000713,0.000713
327,6769.89,0.38656,0.30733,0.88224,0.99803,0.98305,0.99355,0.94812,0.42725,0.26342,0.6861,0.00070904,0.00070904,0.00070904
328,6790.58,0.40668,0.34409,0.92731,0.99748,0.98305,0.99343,0.94423,0.43672,0.27373,0.68667,0.00070508,0.00070508,0.00070508
329,6810.82,0.43096,0.32884,0.8837,0.99737,0.98305,0.99343,0.93968,0.42828,0.26731,0.68612,0.00070112,0.00070112,0.00070112
330,6830.67,0.38353,0.32003,0.8891,0.99719,0.98305,0.99319,0.9452,0.41682,0.26647,0.68821,0.00069716,0.00069716,0.00069716
331,6850.78,0.3838,0.31824,0.88004,0.99703,0.98305,0.99394,0.94167,0.4151,0.26136,0.69308,0.0006932,0.0006932,0.0006932
332,6871.63,0.39009,0.31358,0.90477,0.99734,0.98305,0.99381,0.9371,0.40778,0.26088,0.69536,0.00068924,0.00068924,0.00068924
