epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
333,6893.03,0.34464,0.32146,0.85226,0.99801,0.98305,0.99202,0.9391,0.36811,0.26219,0.69157,0.00068528,0.00068528,0.00068528
334,6913.1,0.45856,0.39228,0.89122,0.99842,0.98305,0.99027,0.93865,0.39988,0.26534,0.68777,0.00068132,0.00068132,0.00068132
335,6933.11,0.38063,0.30638,0.88715,0.99846,0.98305,0.98755,0.93738,0.41643,0.26488,0.68427,0.00067736,0.00067736,0.00067736
336,6955.27,0.3893,0.31164,0.87223,0.9985,0.98305,0.98763,0.93275,0.4238,0.26119,0.68207,0.0006734,0.0006734,0.0006734
337,6975.23,0.4736,0.36698,0.94872,0.99853,0.98305,0.98778,0.92395,0.4332,0.2651,0.68262,0.00066944,0.00066944,0.00066944
338,6995.81,0.40039,0.30178,0.90731,0.99773,0.98305,0.98992,0.94103,0.41405,0.26396,0.6857,0.00066548,0.00066548,0.00066548
339,7015.71,0.34753,0.28893,0.86409,0.9974,0.98305,0.9909,0.94147,0.40589,0.27015,0.68911,0.00066152,0.00066152,0.00066152
340,7036.06,0.34605,0.28844,0.85317,0.99645,0.98305,0.99128,0.93649,0.42857,0.29192,0.68829,0.00065756,0.00065756,0.00065756
341,7055.85,0.36855,0.28516,0.8797,0.99811,0.98305,0.9922,0.93868,0.44568,0.31891,0.68627,0.0006536,0.0006536,0.0006536
342,7075.61,0.40894,0.33668,0.88506,1,0.98292,0.99308,0.93792,0.4497,0.32872,0.68637,0.00064964,0.00064964,0.00064964
343,7096.96,0.40188,0.3164,0.87923,1,0.98157,0.99408,0.9442,0.43167,0.31981,0.69253,0.00064568,0.00064568,0.00064568
344,7116.49,0.34147,0.2849,0.83233,1,0.98233,0.99452,0.94835,0.40029,0.29958,0.69586,0.00064172,0.00064172,0.00064172
345,7138.5,0.39305,0.37503,0.87984,0.9996,0.98305,0.99452,0.95154,0.40514,0.28701,0.68993,0.00063776,0.00063776,0.00063776
346,7159.71,0.42459,0.34487,0.93532,0.99837,0.98305,0.99452,0.94793,0.41787,0.28623,0.68571,0.0006338,0.0006338,0.0006338
347,7179.41,0.37852,0.33904,0.87772,0.99621,0.98305,0.99437,0.94233,0.43209,0.28413,0.6837,0.00062984,0.00062984,0.00062984
348,7200.23,0.36967,0.30566,0.89376,0.96567,0.98305,0.993,0.94506,0.43653,0.28676,0.68332,0.00062588,0.00062588,0.00062588
349,7221.35,0.41234,0.31442,0.88561,0.98223,0.9322,0.98617,0.94156,0.41714,0.31144,0.68433,0.00062192,0.00062192,0.00062192
350,7241.09,0.40069,0.32398,0.83342,0.98497,0.9322,0.9876,0.94167,0.40683,0.32032,0.68657,0.00061796,0.00061796,0.00061796
351,7260.82,0.34685,0.31675,0.85969,0.98775,0.94915,0.99101,0.94122,0.39104,0.30907,0.69014,0.000614,0.000614,0.000614
352,7280.33,0.34327,0.30188,0.85191,0.96572,0.98305,0.9921,0.94309,0.38894,0.31455,0.69278,0.00061004,0.00061004,0.00061004
353,7299.73,0.40794,0.35181,0.9074,0.96666,0.98271,0.99222,0.94262,0.37877,0.30865,0.69567,0.00060608,0.00060608,0.00060608
354,7319.64,0.39053,0.30429,0.89917,0.96627,0.97129,0.99307,0.94411,0.39031,0.29325,0.69486,0.00060212,0.00060212,0.00060212
355,7339.64,0.37234,0.31627,0.86785,0.97184,0.9661,0.99279,0.94101,0.37634,0.28139,0.69598,0.00059816,0.00059816,0.00059816
356,7359.41,0.31797,0.29273,0.85679,0.97963,0.98305,0.9934,0.94761,0.35225,0.27231,0.69856,0.0005942,0.0005942,0.0005942
357,7379.91,0.45914,0.35604,0.92117,0.99763,0.98305,0.99437,0.94989,0.35887,0.25394,0.69806,0.00059024,0.00059024,0.00059024
358,7399.54,0.39806,0.29694,0.90573,0.9959,0.98305,0.99452,0.9518,0.37668,0.24456,0.69621,0.00058628,0.00058628,0.00058628
359,7421.51,0.3703,0.29624,0.86042,0.99841,0.98305,0.99483,0.94883,0.38589,0.24788,0.69337,0.00058232,0.00058232,0.00058232
360,7441.32,0.33897,0.32391,0.83713,0.99846,0.98305,0.99422,0.93547,0.38922,0.25023,0.69479,0.00057836,0.00057836,0.00057836
361,7460.65,0.39734,0.30287,0.90402,0.9986,0.98305,0.99422,0.95458,0.3675,0.23624,0.69812,0.0005744,0.0005744,0.0005744
362,7482.52,0.36033,0.30378,0.85726,0.99813,0.98305,0.99437,0.95439,0.34455,0.22772,0.69765,0.00057044,0.00057044,0.00057044
363,7501.9,0.36848,0.28445,0.84357,0.99453,0.98305,0.99452,0.95555,0.32449,0.22506,0.69639,0.00056648,0.00056648,0.00056648
364,7522.41,0.39835,0.31465,0.88656,0.99233,0.98305,0.99452,0.95246,0.31495,0.23005,0.70084,0.00056252,0.00056252,0.00056252
365,7541.98,0.35902,0.29397,0.86436,0.99745,0.98305,0.99437,0.95443,0.30884,0.2387,0.70153,0.00055856,0.00055856,0.00055856
366,7562.33,0.39888,0.30621,0.90143,0.99826,0.98305,0.99452,0.9592,0.30769,0.24492,0.69929,0.0005546,0.0005546,0.0005546
367,7582.62,0.39256,0.30665,0.90273,0.99781,0.98305,0.99437,0.95335,0.31397,0.25506,0.69849,0.00055064,0.00055064,0.00055064
368,7602.66,0.32912,0.27895,0.84962,0.99579,0.98305,0.99467,0.95901,0.34341,0.28227,0.69277,0.00054668,0.00054668,0.00054668
369,7625.53,0.38733,0.33368,0.89073,0.99672,0.98305,0.99467,0.95572,0.35277,0.29169,0.68816,0.00054272,0.00054272,0.00054272
370,7645.84,0.36605,0.29568,0.83663,1,0.99767,0.995,0.95546,0.35102,0.30497,0.68582,0.00053876,0.00053876,0.00053876
371,7666.5,0.40931,0.32779,0.89594,1,0.99845,0.995,0.95596,0.35138,0.30654,0.68778,0.0005348,0.0005348,0.0005348
372,7686.96,0.33711,0.27507,0.84374,1,0.99861,0.995,0.95388,0.36452,0.30183,0.69022,0.00053084,0.00053084,0.00053084
373,7706.77,0.40896,0.29825,0.87484,1,0.9986,0.995,0.95666,0.34862,0.28496,0.69337,0.00052688,0.00052688,0.00052688
374,7726.65,0.44357,0.31107,0.91676,1,0.9987,0.995,0.96235,0.32002,0.26868,0.69409,0.00052292,0.00052292,0.00052292
375,7747.63,0.35872,0.2926,0.88966,1,0.99871,0.995,0.96374,0.34672,0.26552,0.68881,0.00051896,0.00051896,0.00051896
376,7768.53,0.35718,0.28399,0.83892,1,0.99857,0.995,0.95777,0.38284,0.26191,0.68179,0.000515,0.000515,0.000515
377,7788.89,0.32722,0.30826,0.82284,1,0.99843,0.995,0.94616,0.40306,0.26046,0.68095,0.00051104,0.00051104,0.00051104
378,7808.78,0.3332,0.27229,0.84866,0.99859,0.98305,0.99483,0.94342,0.42156,0.25406,0.68277,0.00050708,0.00050708,0.00050708
379,7828.16,0.36504,0.2904,0.88115,0.99858,0.98305,0.99452,0.93985,0.4248,0.25321,0.68488,0.00050312,0.00050312,0.00050312
380,7848.13,0.33627,0.27244,0.86486,0.99853,0.98305,0.99452,0.94693,0.41085,0.25092,0.68471,0.00049916,0.00049916,0.00049916
381,7867.88,0.41004,0.44202,0.85944,0.99824,0.98305,0.99452,0.95003,0.39473,0.27327,0.68015,0.0004952,0.0004952,0.0004952
382,7889.02,0.39121,0.30558,0.89158,0.99795,0.98305,0.99452,0.95269,0.37533,0.29612,0.68307,0.00049124,0.00049124,0.00049124
383,7908.54,0.39073,0.29595,0.87453,0.99802,0.98305,0.99437,0.95654,0.33479,0.2965,0.68875,0.00048728,0.00048728,0.00048728
384,7928.23,0.39205,0.30123,0.85192,0.998,0.98305,0.99437,0.95264,0.31846,0.292,0.69158,0.00048332,0.00048332,0.00048332
385,7947.97,0.36754,0.36893,0.88809,0.99809,0.98305,0.99437,0.95563,0.32098,0.28842,0.68863,0.00047936,0.00047936,0.00047936
386,7968.5,0.38017,0.28333,0.8942,0.99845,0.98305,0.99437,0.9639,0.32141,0.27981,0.68301,0.0004754,0.0004754,0.0004754
387,7989.73,0.34653,0.2821,0.84513,0.99841,0.98305,0.99437,0.96225,0.32684,0.26609,0.68207,0.00047144,0.00047144,0.00047144
388,8009.93,0.34107,0.27135,0.84352,0.99843,0.98305,0.99437,0.96554,0.31339,0.24657,0.68551,0.00046748,0.00046748,0.00046748
389,8030.5,0.398,0.33262,0.88872,0.99801,0.98305,0.99437,0.96845,0.29953,0.23186,0.68814,0.00046352,0.00046352,0.00046352
390,8051.84,0.30094,0.24889,0.83686,0.9981,0.98305,0.99368,0.9701,0.29143,0.23038,0.68822,0.00045956,0.00045956,0.00045956
391,8072.62,0.38054,0.36807,0.82721,0.99881,0.98305,0.99381,0.96542,0.2777,0.22612,0.68975,0.0004556,0.0004556,0.0004556
392,8092.91,0.35354,0.31908,0.86681,1,0.98127,0.99237,0.96288,0.31083,0.23314,0.68827,0.00045164,0.00045164,0.00045164
393,8114.38,0.32104,0.29416,0.87671,1,0.98167,0.99237,0.96266,0.31737,0.23892,0.68616,0.00044768,0.00044768,0.00044768
394,8134.78,0.3809,0.30256,0.89048,1,0.98135,0.99256,0.96238,0.32164,0.23568,0.68369,0.00044372,0.00044372,0.00044372
395,8154.87,0.33781,0.29971,0.85178,1,0.98173,0.99297,0.96237,0.32161,0.23099,0.68176,0.00043976,0.00043976,0.00043976
396,8174.63,0.3566,0.2877,0.86973,1,0.9809,0.99355,0.96625,0.32676,0.23226,0.67962,0.0004358,0.0004358,0.0004358
397,8195.01,0.35671,0.28908,0.87399,0.98299,0.97934,0.9936,0.96238,0.34621,0.24624,0.67925,0.00043184,0.00043184,0.00043184
398,8215.28,0.33845,0.29998,0.85231,0.98254,0.9661,0.99327,0.95697,0.3478,0.2554,0.67736,0.00042788,0.00042788,0.00042788
399,8235.11,0.32448,0.28655,0.87173,0.99598,0.9661,0.99327,0.95613,0.35054,0.25376,0.67621,0.00042392,0.00042392,0.00042392
400,8254.89,0.30694,0.27069,0.84323,0.99704,0.9661,0.99334,0.95678,0.3496,0.25081,0.67737,0.00041996,0.00041996,0.00041996
401,8274.57,0.36825,0.27127,0.87624,0.99699,0.9661,0.9936,0.95786,0.33576,0.2497,0.68034,0.000416,0.000416,0.000416
402,8294.41,0.35104,0.27567,0.87311,0.98013,0.98305,0.99388,0.96173,0.34825,0.25487,0.67945,0.00041204,0.00041204,0.00041204
403,8313.76,0.32102,0.27071,0.83781,1,0.98057,0.99437,0.95843,0.34345,0.25441,0.68065,0.00040808,0.00040808,0.00040808
404,8458.43,0.37595,0.3066,0.89771,1,0.98116,0.99452,0.96103,0.32446,0.24783,0.68155,0.00040412,0.00040412,0.00040412
405,8478.19,0.32617,0.27215,0.87604,1,0.98196,0.99467,0.96381,0.30521,0.2369,0.68264,0.00040016,0.00040016,0.00040016
406,8497.95,0.32177,0.2888,0.86669,0.99992,0.98305,0.99467,0.97086,0.30116,0.23233,0.68323,0.0003962,0.0003962,0.0003962
407,8518.54,0.28334,0.25243,0.82915,0.99986,0.98305,0.99483,0.96832,0.31138,0.22926,0.68306,0.00039224,0.00039224,0.00039224
408,8538.45,0.31349,0.27031,0.87001,0.99976,0.98305,0.99483,0.9687,0.32488,0.22509,0.6816,0.00038828,0.00038828,0.00038828
409,8558.14,0.40585,0.31927,0.89406,0.99989,0.98305,0.99483,0.967,0.32749,0.22525,0.68134,0.00038432,0.00038432,0.00038432
410,8578.1,0.31634,0.2745,0.8588,0.99994,0.98305,0.99483,0.9694,0.32095,0.22649,0.6818,0.00038036,0.00038036,0.00038036
411,8597.65,0.34599,0.26562,0.87632,1,0.98288,0.99467,0.96633,0.31679,0.22729,0.68189,0.0003764,0.0003764,0.0003764
412,8617.02,0.33058,0.27715,0.87417,1,0.98269,0.99467,0.96804,0.31562,0.23255,0.68214,0.00037244,0.00037244,0.00037244
413,8637.01,0.29265,0.24772,0.85479,1,0.98289,0.99452,0.96366,0.32842,0.24095,0.67832,0.00036848,0.00036848,0.00036848
414,8656.57,0.38918,0.30999,0.89414,0.99901,0.98305,0.99467,0.96171,0.33228,0.25424,0.6778,0.00036452,0.00036452,0.00036452
415,8676.07,0.35165,0.27449,0.87764,0.99845,0.98305,0.99467,0.96298,0.33756,0.27791,0.67795,0.00036056,0.00036056,0.00036056
416,8696.53,0.33822,0.27972,0.88267,0.99811,0.98305,0.99467,0.96263,0.33795,0.28689,0.67704,0.0003566,0.0003566,0.0003566
417,8715.62,0.34798,0.29257,0.86233,0.99815,0.98305,0.99437,0.96035,0.34067,0.30994,0.67491,0.00035264,0.00035264,0.00035264
418,8735.27,0.30731,0.28801,0.85831,0.99809,0.98305,0.99437,0.95683,0.35315,0.32974,0.6736,0.00034868,0.00034868,0.00034868
419,8754.94,0.28604,0.2603,0.8522,0.99706,0.98305,0.99437,0.95584,0.35364,0.3325,0.67405,0.00034472,0.00034472,0.00034472
420,8775.41,0.33171,0.28325,0.83781,0.99553,0.98305,0.99437,0.95908,0.34404,0.31443,0.67513,0.00034076,0.00034076,0.00034076
421,8794.83,0.28423,0.26255,0.82339,0.99388,0.98305,0.99437,0.95297,0.33838,0.30016,0.67773,0.0003368,0.0003368,0.0003368
422,8814.49,0.33669,0.29439,0.86808,0.99584,0.98305,0.99437,0.95647,0.33326,0.27143,0.68051,0.00033284,0.00033284,0.00033284
423,8833.9,0.34046,0.28429,0.90413,0.99733,0.98305,0.99437,0.96046,0.32143,0.2538,0.68106,0.00032888,0.00032888,0.00032888
424,8853.69,0.32368,0.2568,0.88945,0.99853,0.98305,0.99408,0.96308,0.29284,0.22997,0.68089,0.00032492,0.00032492,0.00032492
425,8874.08,0.3832,0.30839,0.87693,0.99833,0.98305,0.99394,0.964,0.28982,0.21778,0.68137,0.00032096,0.00032096,0.00032096
426,8893.47,0.30754,0.24509,0.83878,0.99848,0.98305,0.99381,0.96424,0.2773,0.21076,0.68381,0.000317,0.000317,0.000317
427,8913.26,0.33365,0.29556,0.8568,0.99868,0.98305,0.99368,0.96606,0.25869,0.20823,0.68636,0.00031304,0.00031304,0.00031304
428,8932.84,0.34677,0.28039,0.88138,0.9988,0.98305,0.99381,0.97109,0.25392,0.20602,0.68686,0.00030908,0.00030908,0.00030908
429,8955.22,0.35338,0.32184,0.86889,0.99885,0.98305,0.99394,0.97305,0.24813,0.20671,0.68749,0.00030512,0.00030512,0.00030512
430,8976.05,0.30574,0.28128,0.86161,0.99879,0.98305,0.99422,0.97398,0.26636,0.21312,0.68556,0.00030116,0.00030116,0.00030116
431,8996.47,0.29168,0.25813,0.81736,0.99869,0.98305,0.99422,0.972,0.27382,0.21858,0.68378,0.0002972,0.0002972,0.0002972
432,9015.85,0.30311,0.25407,0.83915,0.99858,0.98305,0.99437,0.97499,0.26426,0.22379,0.68386,0.00029324,0.00029324,0.00029324
433,9036.1,0.3291,0.25052,0.85312,0.99841,0.98305,0.99437,0.97191,0.27065,0.23421,0.68298,0.00028928,0.00028928,0.00028928
434,9055.68,0.27494,0.24267,0.85428,0.99824,0.98305,0.99437,0.97517,0.28936,0.25142,0.67859,0.00028532,0.00028532,0.00028532
435,9076.15,0.29373,0.25384,0.87486,0.9982,0.98305,0.99437,0.9733,0.29797,0.25707,0.67801,0.00028136,0.00028136,0.00028136
436,9095.81,0.30663,0.26904,0.82857,0.99824,0.98305,0.99437,0.97328,0.30308,0.2544,0.67826,0.0002774,0.0002774,0.0002774
437,9115.81,0.29868,0.27937,0.83801,0.99836,0.98305,0.99437,0.96978,0.29778,0.24108,0.67833,0.00027344,0.00027344,0.00027344
438,9135.68,0.28275,0.24523,0.84379,0.99844,0.98305,0.99437,0.97164,0.29394,0.23426,0.67689,0.00026948,0.00026948,0.00026948
439,9155.59,0.25882,0.22649,0.84698,0.99847,0.98305,0.99452,0.97266,0.28645,0.2281,0.67686,0.00026552,0.00026552,0.00026552
440,9174.89,0.30209,0.26193,0.85064,0.99854,0.98305,0.99452,0.97263,0.27703,0.23077,0.6791,0.00026156,0.00026156,0.00026156
441,9194.44,0.32058,0.26221,0.88287,0.99857,0.98305,0.99452,0.97004,0.27986,0.22824,0.67804,0.0002576,0.0002576,0.0002576
442,9216.76,0.27293,0.24737,0.82593,0.99855,0.98305,0.99467,0.96996,0.2848,0.22683,0.67797,0.00025364,0.00025364,0.00025364
443,9237.2,0.38071,0.27915,0.92159,0.99855,0.98305,0.99437,0.96974,0.29065,0.23014,0.67899,0.00024968,0.00024968,0.00024968
444,9256.51,0.26684,0.26397,0.83877,0.9985,0.98305,0.99437,0.96759,0.30268,0.23505,0.67831,0.00024572,0.00024572,0.00024572
445,9276.72,0.28448,0.24814,0.83255,0.99829,0.98305,0.99452,0.96493,0.31606,0.23914,0.67421,0.00024176,0.00024176,0.00024176
446,9296.72,0.28577,0.25477,0.85017,0.9983,0.98305,0.99437,0.9654,0.30889,0.2335,0.67254,0.0002378,0.0002378,0.0002378
447,9316.24,0.28922,0.24969,0.85504,0.9981,0.98305,0.99437,0.96627,0.31014,0.22721,0.67051,0.00023384,0.00023384,0.00023384
448,9335.64,0.26726,0.23875,0.83452,0.99785,0.98305,0.99437,0.96371,0.31369,0.21903,0.66951,0.00022988,0.00022988,0.00022988
449,9356.34,0.25753,0.22185,0.84296,0.99791,0.98305,0.99437,0.96282,0.31073,0.21421,0.67072,0.00022592,0.00022592,0.00022592
450,9376.19,0.33455,0.27514,0.88681,0.99817,0.98305,0.99437,0.96751,0.2818,0.20313,0.67521,0.00022196,0.00022196,0.00022196
451,9395.79,0.29365,0.23856,0.85487,0.99827,0.98305,0.99437,0.96933,0.26577,0.19448,0.6772,0.000218,0.000218,0.000218
452,9415.32,0.27113,0.23806,0.84039,0.9984,0.98305,0.99437,0.97041,0.24964,0.18683,0.67929,0.00021404,0.00021404,0.00021404
453,9434.45,0.2659,0.22441,0.82861,0.99839,0.98305,0.99437,0.96956,0.23868,0.1832,0.68022,0.00021008,0.00021008,0.00021008
454,9453.98,0.29775,0.26676,0.86781,0.99846,0.98305,0.99437,0.97133,0.234,0.18093,0.67995,0.00020612,0.00020612,0.00020612
455,9473.41,0.30592,0.25477,0.83581,0.99849,0.98305,0.99422,0.96905,0.24026,0.17996,0.67853,0.00020216,0.00020216,0.00020216
456,9492.8,0.30061,0.25647,0.85534,0.99859,0.98305,0.99422,0.96838,0.27389,0.18598,0.67409,0.0001982,0.0001982,0.0001982
457,9512.73,0.27976,0.23566,0.87688,0.99866,0.98305,0.99422,0.96698,0.28644,0.18909,0.67336,0.00019424,0.00019424,0.00019424
458,9532.57,0.30497,0.24762,0.86674,0.99869,0.98305,0.99437,0.96793,0.28869,0.18925,0.67393,0.00019028,0.00019028,0.00019028
459,9552.33,0.27762,0.27694,0.81717,0.99871,0.98305,0.99437,0.96857,0.28695,0.18834,0.6748,0.00018632,0.00018632,0.00018632
460,9571.64,0.26185,0.23912,0.83003,0.99875,0.98305,0.99437,0.96907,0.28736,0.18763,0.67552,0.00018236,0.00018236,0.00018236
461,9590.64,0.26383,0.2282,0.83822,0.99871,0.98305,0.99437,0.96913,0.28559,0.19287,0.67622,0.0001784,0.0001784,0.0001784
462,9610.97,0.26843,0.24413,0.84906,0.99873,0.98305,0.99437,0.96925,0.28627,0.19439,0.67562,0.00017444,0.00017444,0.00017444
463,9631.44,0.27736,0.2332,0.84689,0.99866,0.98305,0.99437,0.97059,0.28294,0.19623,0.67511,0.00017048,0.00017048,0.00017048
464,9652.08,0.23642,0.21987,0.82963,0.9987,0.98305,0.99437,0.9711,0.27325,0.19349,0.67564,0.00016652,0.00016652,0.00016652
465,9671.55,0.23139,0.22611,0.82693,0.99869,0.98305,0.99437,0.97474,0.26405,0.19256,0.67612,0.00016256,0.00016256,0.00016256
466,9692.2,0.25956,0.22449,0.84317,0.99867,0.98305,0.99437,0.97472,0.24442,0.18159,0.67867,0.0001586,0.0001586,0.0001586
467,9712.25,0.30164,0.23261,0.84476,0.99857,0.98305,0.99437,0.97359,0.23986,0.18231,0.67978,0.00015464,0.00015464,0.00015464
468,9731.63,0.32299,0.244,0.85493,0.99856,0.98305,0.99452,0.97756,0.23494,0.18275,0.68068,0.00015068,0.00015068,0.00015068
469,9751.82,0.26844,0.22883,0.84223,0.99857,0.98305,0.99452,0.97665,0.23426,0.18508,0.68108,0.00014672,0.00014672,0.00014672
470,9771.22,0.25931,0.23723,0.81656,0.99866,0.98305,0.99452,0.9726,0.2411,0.18747,0.67957,0.00014276,0.00014276,0.00014276
471,9790.58,0.27252,0.23944,0.84949,0.99865,0.98305,0.99467,0.9739,0.24923,0.1926,0.6791,0.0001388,0.0001388,0.0001388
472,9811.48,0.25405,0.22248,0.82927,0.99868,0.98305,0.99467,0.97253,0.25102,0.19011,0.67818,0.00013484,0.00013484,0.00013484
473,9831.09,0.2943,0.24461,0.8618,0.99864,0.98305,0.99467,0.97176,0.24332,0.18416,0.6779,0.00013088,0.00013088,0.00013088
474,9851.57,0.27961,0.2364,0.85628,0.99859,0.98305,0.99467,0.97293,0.24031,0.18129,0.67767,0.00012692,0.00012692,0.00012692
475,9871.02,0.24884,0.23367,0.80944,0.99859,0.98305,0.99467,0.97437,0.24991,0.18305,0.67534,0.00012296,0.00012296,0.00012296
476,9890.69,0.2465,0.21786,0.81966,0.9985,0.98305,0.99467,0.97055,0.25521,0.18237,0.67392,0.000119,0.000119,0.000119
477,9909.88,0.22489,0.21861,0.8278,0.99838,0.98305,0.99467,0.97242,0.262,0.18406,0.67241,0.00011504,0.00011504,0.00011504
478,9929.76,0.28767,0.23489,0.84143,0.99832,0.98305,0.99467,0.97369,0.2666,0.18551,0.6718,0.00011108,0.00011108,0.00011108
479,9949.67,0.2956,0.24462,0.85251,0.99829,0.98305,0.99467,0.97525,0.26972,0.18732,0.67171,0.00010712,0.00010712,0.00010712
480,9969.89,0.26015,0.21941,0.82152,0.99827,0.98305,0.99467,0.97527,0.27051,0.18856,0.67089,0.00010316,0.00010316,0.00010316
481,9990.3,0.24505,0.22535,0.80086,0.99826,0.98305,0.99467,0.97351,0.27097,0.18777,0.67128,9.92e-05,9.92e-05,9.92e-05
482,10010.1,0.33717,0.51175,0.79909,0.99849,0.98305,0.99467,0.97527,0.26543,0.18288,0.67254,9.524e-05,9.524e-05,9.524e-05
483,10029.8,0.22388,0.20403,0.81096,0.9986,0.98305,0.99483,0.97534,0.26369,0.18205,0.67236,9.128e-05,9.128e-05,9.128e-05
484,10049.6,0.28601,0.24061,0.86704,0.99865,0.98305,0.99467,0.97206,0.26244,0.18228,0.67257,8.732e-05,8.732e-05,8.732e-05
485,10068.6,0.30651,0.26367,0.87762,0.99872,0.98305,0.99467,0.96961,0.26272,0.17947,0.67267,8.336e-05,8.336e-05,8.336e-05
486,10088.3,0.25491,0.22117,0.84053,0.99872,0.98305,0.99467,0.96961,0.26239,0.17809,0.67239,7.94e-05,7.94e-05,7.94e-05
487,10108.8,0.29042,0.2713,0.86157,0.99868,0.98305,0.99467,0.96961,0.26357,0.17934,0.67223,7.544e-05,7.544e-05,7.544e-05
488,10129.3,0.24888,0.23847,0.80091,0.99865,0.98305,0.99467,0.9697,0.26891,0.18073,0.67163,7.148e-05,7.148e-05,7.148e-05
489,10149.1,0.25687,0.22791,0.83446,0.99868,0.98305,0.99467,0.97021,0.27226,0.18183,0.67129,6.752e-05,6.752e-05,6.752e-05
490,10168.6,0.27211,0.24505,0.85669,0.99862,0.98305,0.99467,0.97021,0.27705,0.18425,0.66991,6.356e-05,6.356e-05,6.356e-05
491,10188.4,0.18724,0.18454,0.73577,0.99859,0.98305,0.99467,0.97084,0.28002,0.18651,0.66878,5.96e-05,5.96e-05,5.96e-05
492,10207.7,0.21513,0.19353,0.80235,0.99856,0.98305,0.99452,0.96689,0.28604,0.18969,0.6684,5.564e-05,5.564e-05,5.564e-05
493,10228.6,0.18246,0.18561,0.79736,0.99833,0.98305,0.99437,0.96553,0.29195,0.1965,0.66718,5.168e-05,5.168e-05,5.168e-05
494,10248.5,0.21528,0.19167,0.81106,0.99819,0.98305,0.99437,0.96486,0.29187,0.19778,0.66724,4.772e-05,4.772e-05,4.772e-05
495,10268.4,0.20769,0.17453,0.77001,0.99814,0.98305,0.99437,0.9672,0.29048,0.19783,0.66747,4.376e-05,4.376e-05,4.376e-05
496,10564,0.22655,0.20725,0.79895,0.9982,0.98305,0.99437,0.96759,0.29072,0.19823,0.66691,3.98e-05,3.98e-05,3.98e-05
497,10583.5,0.19986,0.19178,0.77241,0.99826,0.98305,0.99437,0.9652,0.29073,0.19633,0.66702,3.584e-05,3.584e-05,3.584e-05
498,10602.6,0.19285,0.17121,0.74148,0.99836,0.98305,0.99437,0.96634,0.28914,0.19566,0.66699,3.188e-05,3.188e-05,3.188e-05
499,10622.3,0.20069,0.18661,0.81091,0.99846,0.98305,0.99437,0.96662,0.28658,0.19396,0.66719,2.792e-05,2.792e-05,2.792e-05
500,10641.6,0.19496,0.18864,0.79038,0.99847,0.98305,0.99437,0.96676,0.28569,0.19151,0.66736,2.396e-05,2.396e-05,2.396e-05
